Date,Time,Currency,Impact,Event,Previous,Forecast,Actual
Feb28.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,14::59,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,19::30,N/A,N/A,N/A,N/A,N/A,N/A
Feb28.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,01::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,05::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,03::35,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,09::49,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,10::03,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,19::06,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,23::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,01::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar06.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,03::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,03::35,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,04::21,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,04::22,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,06::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,14::21,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,21::55,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,06::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,05::58,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,06::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,18::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,21::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar09.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,02::31,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,06::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,11::40,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar10.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,21::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,22::20,N/A,N/A,N/A,N/A,N/A,N/A
Mar12.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar13.2023,18::05,N/A,N/A,N/A,N/A,N/A,N/A
Mar13.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar13.2023,23::22,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,09::59,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,10::02,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,21::20,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar14.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,06::59,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,10::39,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,24::13,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,04::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,09::40,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,13::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar16.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,04::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,07::25,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar19.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar19.2023,22::05,N/A,N/A,N/A,N/A,N/A,N/A
Mar19.2023,23::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar20.2023,21::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,02::24,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,10::02,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,24::32,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,14::18,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar21.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,09::02,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,10::32,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,17::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,18::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,24::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,14::57,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,22::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar23.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,09::15,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,13::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar24.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar25.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar25.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar26.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar26.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar26.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar26.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,10::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar27.2023,22::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,05::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,06::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,09::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,14::59,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar28.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,,N/A,N/A,N/A,N/A,N/A,N/A
